schedule,time_s,T_gas_K,T_metal_K
shutdown,  3.00000000E+03,  2.88150000E+02,  2.88150586E+02
shutdown,  3.01000000E+03,  2.88150000E+02,  2.88150557E+02
shutdown,  3.02000000E+03,  2.88150000E+02,  2.88150529E+02
shutdown,  3.03000000E+03,  2.88150000E+02,  2.88150502E+02
shutdown,  3.04000000E+03,  2.88150000E+02,  2.88150476E+02
shutdown,  3.05000000E+03,  2.88150000E+02,  2.88150452E+02
shutdown,  3.06000000E+03,  2.88150000E+02,  2.88150430E+02
shutdown,  3.07000000E+03,  2.88150000E+02,  2.88150408E+02
shutdown,  3.08000000E+03,  2.88150000E+02,  2.88150387E+02
shutdown,  3.09000000E+03,  2.88150000E+02,  2.88150368E+02
shutdown,  3.10000000E+03,  2.88150000E+02,  2.88150349E+02
shutdown,  3.11000000E+03,  2.88150000E+02,  2.88150331E+02
shutdown,  3.12000000E+03,  2.88150000E+02,  2.88150315E+02
shutdown,  3.13000000E+03,  2.88150000E+02,  2.88150299E+02
shutdown,  3.14000000E+03,  2.88150000E+02,  2.88150284E+02
shutdown,  3.15000000E+03,  2.88150000E+02,  2.88150269E+02
shutdown,  3.16000000E+03,  2.88150000E+02,  2.88150256E+02
shutdown,  3.17000000E+03,  2.88150000E+02,  2.88150243E+02
shutdown,  3.18000000E+03,  2.88150000E+02,  2.88150230E+02
shutdown,  3.19000000E+03,  2.88150000E+02,  2.88150219E+02
shutdown,  3.20000000E+03,  2.88150000E+02,  2.88150208E+02
shutdown,  3.21000000E+03,  2.88150000E+02,  2.88150197E+02
shutdown,  3.22000000E+03,  2.88150000E+02,  2.88150187E+02
shutdown,  3.23000000E+03,  2.88150000E+02,  2.88150178E+02
shutdown,  3.24000000E+03,  2.88150000E+02,  2.88150169E+02
shutdown,  3.25000000E+03,  2.88150000E+02,  2.88150160E+02
shutdown,  3.26000000E+03,  2.88150000E+02,  2.88150152E+02
shutdown,  3.27000000E+03,  2.88150000E+02,  2.88150145E+02
shutdown,  3.28000000E+03,  2.88150000E+02,  2.88150137E+02
shutdown,  3.29000000E+03,  2.88150000E+02,  2.88150130E+02
shutdown,  3.30000000E+03,  2.88150000E+02,  2.88150124E+02
shutdown,  3.31000000E+03,  2.88150000E+02,  2.88150117E+02
shutdown,  3.32000000E+03,  2.88150000E+02,  2.88150111E+02
shutdown,  3.33000000E+03,  2.88150000E+02,  2.88150106E+02
shutdown,  3.34000000E+03,  2.88150000E+02,  2.88150101E+02
shutdown,  3.35000000E+03,  2.88150000E+02,  2.88150095E+02
shutdown,  3.36000000E+03,  2.88150000E+02,  2.88150091E+02
shutdown,  3.37000000E+03,  2.88150000E+02,  2.88150086E+02
shutdown,  3.38000000E+03,  2.88150000E+02,  2.88150082E+02
shutdown,  3.39000000E+03,  2.88150000E+02,  2.88150078E+02
shutdown,  3.40000000E+03,  2.88150000E+02,  2.88150074E+02
shutdown,  3.41000000E+03,  2.88150000E+02,  2.88150070E+02
shutdown,  3.42000000E+03,  2.88150000E+02,  2.88150066E+02
shutdown,  3.43000000E+03,  2.88150000E+02,  2.88150063E+02
shutdown,  3.44000000E+03,  2.88150000E+02,  2.88150060E+02
shutdown,  3.45000000E+03,  2.88150000E+02,  2.88150057E+02
shutdown,  3.46000000E+03,  2.88150000E+02,  2.88150054E+02
shutdown,  3.47000000E+03,  2.88150000E+02,  2.88150051E+02
shutdown,  3.48000000E+03,  2.88150000E+02,  2.88150049E+02
shutdown,  3.49000000E+03,  2.88150000E+02,  2.88150046E+02
shutdown,  3.50000000E+03,  2.88150000E+02,  2.88150044E+02
shutdown,  3.51000000E+03,  2.88150000E+02,  2.88150042E+02
shutdown,  3.52000000E+03,  2.88150000E+02,  2.88150040E+02
shutdown,  3.53000000E+03,  2.88150000E+02,  2.88150038E+02
shutdown,  3.54000000E+03,  2.88150000E+02,  2.88150036E+02
shutdown,  3.55000000E+03,  2.88150000E+02,  2.88150034E+02
shutdown,  3.56000000E+03,  2.88150000E+02,  2.88150032E+02
shutdown,  3.57000000E+03,  2.88150000E+02,  2.88150030E+02
shutdown,  3.58000000E+03,  2.88150000E+02,  2.88150029E+02
shutdown,  3.59000000E+03,  2.88150000E+02,  2.88150027E+02
shutdown,  3.60000000E+03,  2.88150000E+02,  2.88150026E+02
